"id","type_t","cluster_name_t","cluster_code_t","key_t","year_t","region_type_t","region_code_t","region_name_t","region_short_name_t","region_area_type_t","region_key_t","traded_b","subcluster_b","empflag_t","emp_tl","emp_reported_tl","qp1_tl","est_tl","ap_tl","private_wage_tf","rec_count_tl","supression_b","naics_b","lq_tf","region_emp_per_tf","cluster_emp_per_tf","emp_tl_rank_i","emp_tl_per_rank_i","private_wage_tf_rank_i","private_wage_tf_per_rank_i","lq_tf_rank_i","lq_tf_per_rank_i","est_tl_rank_i","est_tl_per_rank_i","timestamp","qualifying_b","significant_b","strong_b","strong10_b","cluster_type"
"cluster/state/45/103/2016","cluster","Local Health Services",103,"local_health_services",2016,"state","45","South Carolina","South Carolina","state","south_carolina",FALSE,FALSE,"",211901,211891,2322513,9690,10188833,48085.258,35,FALSE,TRUE,0.86285365,0.18450047,0.012161539,28,28,34,34,46,46,29,29,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/45/102/2016","cluster","Local Personal Services (Non-Medical)",102,"local_personal_services_non_medical",2016,"state","45","South Carolina","South Carolina","state","south_carolina",FALSE,FALSE,"",33481,33421,170688,4705,754602,22578.678,22,FALSE,TRUE,0.8570252,0.029151633,0.01207939,25,25,33,33,43,43,25,25,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/45/101/2016","cluster","Local Food and Beverage Processing and Distribution",101,"local_food_and_beverage_processing_and_distribution",2016,"state","45","South Carolina","South Carolina","state","south_carolina",FALSE,FALSE,"",62933,62933,387362,2988,1586442,25208.428,22,FALSE,TRUE,1.0254467,0.054795247,0.0144532155,23,23,41,41,22,22,25,25,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/45/51/2016","cluster","Wood Products",51,"wood_products",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",8456,7646,82747,211,351238,45937.484,13,FALSE,TRUE,1.7866071,0.014482651,0.023057017,21,21,10,10,15,15,24,24,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/45/50/2016","cluster","Water Transportation",50,"water_transportation",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",5511,5306,49445,84,226165,42624.387,11,FALSE,TRUE,1.4293585,0.009438729,0.018446553,15,15,31,31,11,11,18,18,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/45/49/2016","cluster","Vulcanized and Fired Materials",49,"vulcanized_and_fired_materials",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",12577,3717,47404,76,190140,51154.156,11,FALSE,TRUE,3.9340687,0.021540716,0.05077103,6,6,8,8,1,1,23,23,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/45/48/2016","cluster","Video Production and Distribution",48,"video_production_and_distribution",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",548,538,1851,76,7641,14202.603,3,FALSE,TRUE,0.1548876,0.0009385635,0.0019988983,27,27,48,48,28,28,30,30,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/47/2016","cluster","Upstream Metal Manufacturing",47,"upstream_metal_manufacturing",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",6252,5292,86900,82,351212,66366.59,14,FALSE,TRUE,1.262935,0.010707845,0.01629878,19,19,7,7,15,15,21,21,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/45/46/2016","cluster","Upstream Chemical Products",46,"upstream_chemical_products",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",4769,4574,98672,64,365475,79902.71,8,FALSE,TRUE,2.1336856,0.0081679,0.027536232,12,12,24,24,8,8,16,16,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/45/45/2016","cluster","Transportation and Logistics",45,"transportation_and_logistics",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",16133,15953,174947,1009,722989,45319.94,17,FALSE,TRUE,0.71734923,0.027631104,0.009257735,30,30,40,40,42,42,31,31,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/44/2016","cluster","Trailers, Motor Homes, and Appliances",44,"trailers_motor_homes_and_appliances",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",2159,339,2529,22,11856,34973.453,5,FALSE,TRUE,1.1959089,0.0036977346,0.015433775,19,19,30,30,15,15,21,21,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/45/43/2016","cluster","Tobacco",43,"tobacco",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",10,0,0,1,0,0,1,FALSE,TRUE,0.05840983,1.7127071e-05,0.00075380673,20,20,NA,NA,23,23,32,32,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/42/2016","cluster","Textile Manufacturing",42,"textile_manufacturing",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",20698,20628,220822,203,866988,42029.668,12,FALSE,TRUE,8.5835285,0.035449613,0.11077453,3,3,12,12,1,1,7,7,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/45/41/2016","cluster","Recreational and Small Electric Goods",41,"recreational_and_small_electric_goods",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",1029,849,6945,89,32295,38038.87,9,FALSE,TRUE,0.5264646,0.0017623756,0.0067942766,33,33,37,37,41,41,25,25,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/40/2016","cluster","Production Technology and Heavy Machinery",40,"production_technology_and_heavy_machinery",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",30470,24860,386091,257,1529612,61529.043,33,FALSE,TRUE,2.4794488,0.052186184,0.03199847,13,13,15,15,4,4,23,23,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/45/39/2016","cluster","Printing Services",39,"printing_services",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",5523,5513,56159,310,219082,39739.16,5,FALSE,TRUE,0.9102194,0.009459281,0.011746815,27,27,38,38,25,25,27,27,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/45/38/2016","cluster","Plastics",38,"plastics",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",17617,17382,212372,178,866657,49859.453,13,FALSE,TRUE,1.9483432,0.030172762,0.025144298,14,14,17,17,6,6,20,20,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/45/37/2016","cluster","Performing Arts",37,"performing_arts",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",3412,3412,15327,320,70091,20542.496,8,FALSE,TRUE,0.7186512,0.0058437567,0.009274537,27,27,45,45,32,32,27,27,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/36/2016","cluster","Paper and Packaging",36,"paper_and_packaging",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",10689,10244,177861,80,717711,70061.59,10,FALSE,TRUE,2.376875,0.018307125,0.030674705,12,12,5,5,4,4,19,19,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/45/35/2016","cluster","Oil and Gas Production and Transportation",35,"oil_and_gas_production_and_transportation",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",194,164,3259,40,10764,65634.15,8,FALSE,TRUE,0.026338352,0.00033226516,0.000339909,46,46,45,45,48,48,38,38,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/34/2016","cluster","Nonmetal Mining",34,"nonmetal_mining",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",903,763,10323,65,43059,56433.812,9,FALSE,TRUE,0.84103966,0.0015465745,0.010854018,36,36,34,34,35,35,29,29,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/33/2016","cluster","Music and Sound Recording",33,"music_and_sound_recording",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",426,21,116,13,518,24666.666,5,FALSE,TRUE,1.4389381,0.00072961324,0.018570183,10,10,39,39,5,5,32,32,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/45/32/2016","cluster","Metalworking Technology",32,"metalworking_technology",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",6150,5915,68385,196,291476,49277.43,14,FALSE,TRUE,0.9962471,0.010533148,0.012857044,19,19,22,22,13,13,27,27,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/45/31/2016","cluster","Metal Mining",31,"metal_mining",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",185,0,0,3,0,0,2,FALSE,TRUE,0.34769213,0.0003168508,0.0044871327,20,20,NA,NA,17,17,29,29,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/45/30/2016","cluster","Medical Devices",30,"medical_devices",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",2034,2014,24060,48,97630,48475.67,5,FALSE,TRUE,0.621035,0.0034836463,0.0080147525,27,27,32,32,30,30,27,27,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/29/2016","cluster","Marketing, Design, and Publishing",29,"marketing_design_and_publishing",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",8056,7671,88066,1308,375822,48992.57,22,FALSE,TRUE,0.46033314,0.013797568,0.005940819,29,29,34,34,37,37,27,27,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/28/2016","cluster","Livestock Processing",28,"livestock_processing",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",10808,10633,78688,57,306039,28782,5,FALSE,TRUE,1.6651931,0.018510938,0.02149011,19,19,42,42,14,14,32,32,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/45/27/2016","cluster","Lighting and Electrical Equipment",27,"lighting_and_electrical_equipment",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",7607,5977,92925,80,356947,59720.094,15,FALSE,TRUE,2.0390825,0.013028563,0.026315335,15,15,16,16,5,5,21,21,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/45/26/2016","cluster","Leather and Related Products",26,"leather_and_related_products",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",496,486,3299,28,15802,32514.402,3,FALSE,TRUE,1.232587,0.00084950274,0.015907124,21,21,38,38,18,18,28,28,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/45/25/2016","cluster","Jewelry and Precious Metals",25,"jewelry_and_precious_metals",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",31,31,225,9,960,30967.742,1,FALSE,TRUE,0.098136246,5.309392e-05,0.0012664951,41,41,27,27,46,46,35,35,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/24/2016","cluster","Insurance Services",24,"insurance_services",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",18943,18883,372990,453,1243509,65853.36,8,FALSE,TRUE,0.8893988,0.03244381,0.011478116,27,27,44,44,27,27,31,31,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/23/2016","cluster","Information Technology and Analytical Instruments",23,"information_technology_and_analytical_instruments",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",9057,6412,148898,156,606118,94528.695,20,FALSE,TRUE,0.6136428,0.015511988,0.007919353,28,28,18,18,32,32,28,28,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/22/2016","cluster","Hospitality and Tourism",22,"hospitality_and_tourism",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",39481,39246,202823,2261,948973,24180.121,29,FALSE,TRUE,0.94878745,0.06761939,0.012244555,27,27,39,39,27,27,23,23,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/21/2016","cluster","Furniture",21,"furniture",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",2553,2098,19262,154,81842,39009.53,11,FALSE,TRUE,0.57771695,0.0043725413,0.0074557126,31,31,21,21,32,32,26,26,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/20/2016","cluster","Forestry",20,"forestry",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",3296,3296,35070,411,142179,43136.832,4,FALSE,TRUE,3.7888002,0.0056450823,0.04889627,8,8,16,16,9,9,10,10,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/45/19/2016","cluster","Footwear",19,"footwear",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",20,0,0,3,0,0,2,FALSE,TRUE,0.10379971,3.4254143e-05,0.0013395847,36,36,NA,NA,41,41,34,34,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/18/2016","cluster","Food Processing and Manufacturing",18,"food_processing_and_manufacturing",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",6887,4732,45177,178,192403,40659.977,34,FALSE,TRUE,0.5132759,0.011795414,0.006624071,35,35,40,40,43,43,37,37,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/17/2016","cluster","Fishing and Fishing Products",17,"fishing_and_fishing_products",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",40,0,0,6,0,0,4,FALSE,TRUE,0.08606023,6.8508285e-05,0.0011106484,29,29,NA,NA,32,32,31,31,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/16/2016","cluster","Financial Services",16,"financial_services",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",14056,13956,280062,3219,1073523,76921.97,23,FALSE,TRUE,0.5554578,0.024073811,0.0071684476,31,31,36,36,40,40,20,20,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/15/2016","cluster","Environmental Services",15,"environmental_services",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",8446,936,9416,95,40145,42889.957,7,FALSE,TRUE,7.419068,0.014465524,0.095746614,2,2,37,37,1,1,22,22,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/45/14/2016","cluster","Electric Power Generation and Transmission",14,"electric_power_generation_and_transmission",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",4477,577,14150,52,51635,89488.734,7,FALSE,TRUE,2.3295636,0.0076677897,0.03006413,13,13,44,44,10,10,24,24,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/45/13/2016","cluster","Education and Knowledge Creation",13,"education_and_knowledge_creation",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",23244,23244,213223,638,910884,39187.918,14,FALSE,TRUE,0.570406,0.039810162,0.0073613618,30,30,35,35,35,35,26,26,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/12/2016","cluster","Downstream Metal Products",12,"downstream_metal_products",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",6494,6109,75743,179,314920,51550.17,12,FALSE,TRUE,1.1913743,0.01112232,0.015375255,24,24,19,19,22,22,29,29,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/45/11/2016","cluster","Downstream Chemical Products",11,"downstream_chemical_products",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",5585,5565,89566,104,363450,65309.973,12,FALSE,TRUE,1.7493107,0.009565469,0.02257569,16,16,15,15,6,6,19,19,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/45/10/2016","cluster","Distribution and Electronic Commerce",10,"distribution_and_electronic_commerce",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",71954,71404,937331,4256,3844815,53845.934,62,FALSE,TRUE,0.9623146,0.12323613,0.012419129,25,25,36,36,20,20,26,26,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/45/9/2016","cluster","Construction Products and Services",9,"construction_products_and_services",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",12392,11762,156571,406,655428,55724.195,18,FALSE,TRUE,1.1605698,0.021223865,0.014977707,24,24,42,42,14,14,26,26,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/45/8/2016","cluster","Communications Equipment and Services",8,"communications_equipment_and_services",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",7092,6367,88697,311,308943,48522.54,7,FALSE,TRUE,1.2628701,0.012146519,0.01629794,22,22,44,44,10,10,25,25,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/45/7/2016","cluster","Coal Mining",7,"coal_mining",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",0,0,0,0,0,0,0,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/6/2016","cluster","Business Services",6,"business_services",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",122747,122737,1872373,5309,7665137,62451.723,33,FALSE,TRUE,0.782402,0.21022965,0.010097271,25,25,35,35,29,29,26,26,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/5/2016","cluster","Biopharmaceuticals",5,"biopharmaceuticals",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",3406,2961,45543,26,189585,64027.355,4,FALSE,TRUE,1.0673397,0.0058334805,0.013774528,20,20,29,29,18,18,25,25,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/45/4/2016","cluster","Automotive",4,"automotive",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",29370,18995,264489,138,1071432,56406,19,FALSE,TRUE,2.3558729,0.050302207,0.030403664,12,12,5,5,7,7,20,20,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/45/3/2016","cluster","Apparel",3,"apparel",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",1839,1779,14053,82,60421,33963.46,6,FALSE,TRUE,1.2078323,0.0031496682,0.015587652,15,15,9,9,9,9,23,23,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/45/2/2016","cluster","Agricultural Inputs and Services",2,"agricultural_inputs_and_services",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",710,680,4856,100,21455,31551.47,9,FALSE,TRUE,0.5480222,0.0012160221,0.007072488,32,32,44,44,37,37,35,35,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/45/1/2016","cluster","Aerospace Vehicles and Defense",1,"aerospace_vehicles_and_defense",2016,"state","45","South Carolina","South Carolina","state","south_carolina",TRUE,FALSE,"",9039,779,11820,20,50426,64731.707,4,FALSE,TRUE,1.3401046,0.015481159,0.017294688,15,15,27,27,10,10,30,30,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/46/116/2016","cluster","Local Industrial Products and Services",116,"local_industrial_products_and_services",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",1248,1248,15013,143,51784,41493.59,6,FALSE,TRUE,0.7913448,0.005038495,0.0024054446,44,44,45,45,37,37,44,44,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/115/2016","cluster","Local Real Estate, Construction, and Development",115,"local_real_estate_construction_and_development",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",28881,28881,273621,4705,1303161,45121.742,52,FALSE,TRUE,1.045602,0.116599984,0.0031783083,46,46,42,42,20,20,42,42,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/114/2016","cluster","Local Community and Civic Organizations",114,"local_community_and_civic_organizations",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",11973,11913,60390,1663,254998,21405.02,19,FALSE,TRUE,0.85618126,0.048338063,0.0026025274,47,47,41,41,44,44,43,43,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/113/2016","cluster","Local Education and Training",113,"local_education_and_training",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",5623,5623,33891,141,140152,24924.773,4,FALSE,TRUE,1.2178991,0.022701489,0.0037020382,42,42,33,33,13,13,47,47,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/112/2016","cluster","Local Commercial Services",112,"local_commercial_services",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",12866,12746,114828,1474,487749,38266.83,32,FALSE,TRUE,0.46746653,0.051943332,0.0014209544,47,47,32,32,50,50,48,48,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/111/2016","cluster","Local Hospitality Establishments",111,"local_hospitality_establishments",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",34768,34768,117368,2218,529702,15235.331,12,FALSE,TRUE,0.88222265,0.14036731,0.0026816851,46,46,36,36,44,44,45,45,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/110/2016","cluster","Local Entertainment and Media",110,"local_entertainment_and_media",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",5487,5487,35072,438,138668,25272.098,11,FALSE,TRUE,1.281782,0.022152422,0.003896223,45,45,37,37,6,6,43,43,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/109/2016","cluster","Local Retailing of Clothing and General Merchandise",109,"local_retailing_of_clothing_and_general_merchandise",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",15935,8435,33600,689,145383,17235.686,14,FALSE,TRUE,1.0668254,0.06433367,0.0032428205,46,46,35,35,21,21,46,46,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/108/2016","cluster","Local Motor Vehicle Products and Services",108,"local_motor_vehicle_products_and_services",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",19459,19449,156229,2002,661879,34031.52,25,FALSE,TRUE,1.4467973,0.07856096,0.0043978184,43,43,40,40,2,2,43,43,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/107/2016","cluster","Local Financial Services",107,"local_financial_services",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",14908,14908,211034,1327,776290,52072.043,6,FALSE,TRUE,1.603878,0.06018741,0.0048752953,39,39,37,37,2,2,40,40,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/106/2016","cluster","Local Household Goods and Services",106,"local_household_goods_and_services",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",4942,4932,32148,808,155847,31599.148,15,FALSE,TRUE,0.9682108,0.019952118,0.002943063,46,46,37,37,35,35,46,46,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/105/2016","cluster","Local Logistical Services",105,"local_logistical_services",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",6379,6379,55604,744,242819,38065.37,14,FALSE,TRUE,0.9080479,0.025753655,0.002760186,46,46,42,42,36,36,43,43,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/104/2016","cluster","Local Utilities",104,"local_utilities",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",4039,4039,64941,263,272138,67377.57,7,FALSE,TRUE,0.9513688,0.016306477,0.0028918681,48,48,45,45,31,31,47,47,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/103/2016","cluster","Local Health Services",103,"local_health_services",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",60691,60611,733889,1964,3135124,51725.332,34,FALSE,TRUE,1.1459092,0.2450251,0.0034832114,44,44,15,15,8,8,47,47,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/102/2016","cluster","Local Personal Services (Non-Medical)",102,"local_personal_services_non_medical",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",7649,7579,37113,1025,165726,21866.473,21,FALSE,TRUE,0.90786576,0.030880969,0.0027596324,46,46,39,39,34,34,46,46,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/101/2016","cluster","Local Food and Beverage Processing and Distribution",101,"local_food_and_beverage_processing_and_distribution",2016,"state","46","South Dakota","South Dakota","state","south_dakota",FALSE,FALSE,"",12845,12600,67043,670,283598,22507.777,21,FALSE,TRUE,0.97048885,0.05185855,0.0029499873,46,46,50,50,28,28,47,47,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/46/51/2016","cluster","Wood Products",51,"wood_products",2016,"state","46","South Dakota","South Dakota","state","south_dakota",TRUE,FALSE,"",2263,1418,13821,67,62263,43909.027,11,FALSE,TRUE,2.431459,0.019709969,0.0061705336,37,37,14,14,10,10,41,41,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/46/50/2016","cluster","Water Transportation",50,"water_transportation",2016,"state","46","South Dakota","South Dakota","state","south_dakota",TRUE,FALSE,"",10,0,0,1,0,0,1,FALSE,TRUE,0.013189522,8.709663e-05,3.3472243e-05,50,50,NA,NA,47,47,49,49,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/46/49/2016","cluster","Vulcanized and Fired Materials",49,"vulcanized_and_fired_materials",2016,"state","46","South Dakota","South Dakota","state","south_dakota",TRUE,FALSE,"",100,0,0,7,0,0,5,FALSE,TRUE,0.15906812,0.00087096635,0.00040368157,47,47,NA,NA,46,46,49,49,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
